Module,Title,ECTS,Exam Type,Exam Date,Link to Modul,Link to Exam
M-INFO-103294,Anziehbare Robotertechnologien,4.0,Schriftliche Prüfung,31.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x47354A056DFC4F08B6AB0B551940EE9C&camvguid=0x7B0855C40FB64EA7BC098C7BDC4C9B69&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x59370F5ED4104C1EAA12A5F29EEDC280&camvguid=0x7B0855C40FB64EA7BC098C7BDC4C9B69&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105338,Authentisierung und Verschlüsselung,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x681A30979A534C7FBC7F084ACC43FB7C&camvguid=0x811BA1B1AC8144CE842CF2F2A5F3C995&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x14E7E9F7591C4E2FA3C4B61809337272&camvguid=0x811BA1B1AC8144CE842CF2F2A5F3C995&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105452,Privacy Enhancing Technologies,6.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xFA3C6B58F24D421AA17FA9E815CB4ECB&camvguid=0x3CCEE23FD97A47E3ABC721FFFBDFD78C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xC84A862E2C694A538C4FD76F61EABF20&camvguid=0x3CCEE23FD97A47E3ABC721FFFBDFD78C&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105471,Software-Produktlinien-Entwicklung,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xF9317CE93A7347A2A3EB93FCDA4B9DD8&camvguid=0x77F556E963F746B18F8694E1364CFE97&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x7652F0996E7B48598C0D42E3424D1A3A&camvguid=0x77F556E963F746B18F8694E1364CFE97&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105496,Beating the Worst Case in Practice: Unerwartet effiziente Algorithmen,3.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xCEF09F25014347FBB79AFD87D5245A37&camvguid=0xBD7997D39732490DB5A447F2CBB171FD&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-104897,Robotik III – Sensoren und Perzeption in der Robotik,3.0,Schriftliche Prüfung,12.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x2A8D2B6669594055A1BBF70800C2715C&camvguid=0x2A6FB9467C3C408D9898FC7122586D23&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x3E39A82ACE6E4920889B14BC593705E6&camvguid=0x2A6FB9467C3C408D9898FC7122586D23&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105333,Edge-AI in Software- und Sensor-Anwendungen,3.0,Schriftliche Prüfung,07.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xB50DF6B6174C4DCAA5AA8EA917D8DF60&camvguid=0x82439D6A3F7D4842A28EEDBB38B77B0E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x037F0D32860949FCBB11280069DF5DF3&camvguid=0x82439D6A3F7D4842A28EEDBB38B77B0E&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105630,Maschinelles Lernen für die Naturwissenschaften mit Übung,6.0,Prüfungsleistung anderer Art,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x3F3B1618B9904B1D929FB1B67C51ED5F&camvguid=0x74BE2B75625847D28FCC80B6FF949C80&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xDD1850B345394891B63F8F24946FFE3E&camvguid=0x74BE2B75625847D28FCC80B6FF949C80&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105724,Datenbankfunktionalität in der Cloud,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xBFBC620EFDB7479D9ADCAEE1E543C7DA&camvguid=0x84D234B1D8C34BF3BE7F8D45B6319866&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xBFB8FC2F7B364978B5DE219CC08E3402&camvguid=0x84D234B1D8C34BF3BE7F8D45B6319866&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105799,Data Science 1,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x70214364347D4D578A0A1C614D6E57C2&camvguid=0x382E95CBE1084247991FB336486B568C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xEAFD12A9CA244A508273961360117963&camvguid=0x382E95CBE1084247991FB336486B568C&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105801,Data Science 2,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xF85238A634534637AB616DB0A7D7F2C4&camvguid=0x5D70696947954A939FD7B9A528CF7748&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xCBC23528104C489FA5C3EC5C431135F8&camvguid=0x5D70696947954A939FD7B9A528CF7748&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105882,Digitale Barrierefreiheit und Assistive Technologien,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x4FB692FCBB4D4EC3B3A90C758C46B456&camvguid=0x0A4BF4DC883247E8B81E059A154C4B17&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xAF1CACCB6FE14D02887EFB09192197CD&camvguid=0x0A4BF4DC883247E8B81E059A154C4B17&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105755,Deep Learning für Computer Vision II: Fortgeschrittene Themen,3.0,Schriftliche Prüfung,30.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x2E2EB9583FF94FFAB73FA96CC73B98DB&camvguid=0x7E30146D83564FB986C99F0CD74EADB6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xBED1A1DDD9A3400181D36D5396FC051A&camvguid=0x7E30146D83564FB986C99F0CD74EADB6&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105778,Maschinelles Lernen - Grundlagen und Algorithmen,5.0,Schriftliche Prüfung,17.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xB23C87B183724AAF9736DAACB1A5CE52&camvguid=0xDD615DB77A0C4864B2FD61C41B07FE92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x12A7CB69D54F425D9798AF91C473B957&camvguid=0xDD615DB77A0C4864B2FD61C41B07FE92&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105753,Deep Learning für Computer Vision I: Grundlagen,3.0,Schriftliche Prüfung,30.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x52056AB13A6244D5B847A2A389332C56&camvguid=0x7630CB301AA54D99A2FAFF727E0A111A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x6B657E47CE7849519F1156442250E932&camvguid=0x7630CB301AA54D99A2FAFF727E0A111A&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105999,Verarbeitung natürlicher Sprache,6.0,Schriftliche Prüfung,07.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x7007EF8095F54986A49CC29AA0419B14&camvguid=0x1FA6F8BED77F4DFCA45762D236ED2AA8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xBD3DF4E6506F41F58E74B3790C46E2BE&camvguid=0x1FA6F8BED77F4DFCA45762D236ED2AA8&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106303,Access Control Systems: Models and Technology,5.0,Schriftliche Prüfung,07.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x231FA5C785484268ACD62A355D4AB6DA&camvguid=0x095EEF6CA2A3432E99BE2B115601B3CC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xEFCA74F456FF4163B28D01F52F8E088B&camvguid=0x095EEF6CA2A3432E99BE2B115601B3CC&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
