Title,ECTS,Link
M-INFO-102550 – Seminar: Graphenalgorithmen,4.0,../../campus/all/abstractModuleView.asp?gguid=0x36417782DC3ABF4F8C381FFCAD686D21&camvguid=0x5A9C8CAA3E1BCB4FB7BCD7FEE7861225&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102551 – Seminar: Algorithmische Methoden in der Anwendung,4.0,../../campus/all/abstractModuleView.asp?gguid=0x7C5017529FF2394799EA7A8903D25D2B&camvguid=0x6F967E2661DEDB46BBE9A51F9C5B6C08&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102555 – Motion in Human and Machine - Seminar,3.0,../../campus/all/abstractModuleView.asp?gguid=0x33CABBC0A091F342A68C305D6AE36E9D&camvguid=0xD20D6A042FB94EEF85C581328FDB6424&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102557 – Lego Mindstorms - Basispraktikum,4.0,../../campus/all/abstractModuleView.asp?gguid=0x6A81B1E20658714AB5C9C1EE1DED6A62&camvguid=0xCE96807424E34A1B90563FF8ED13CE9C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102561 – Humanoide Roboter - Seminar,3.0,../../campus/all/abstractModuleView.asp?gguid=0x9BD46C0393CEB24E9E77254E8A45C494&camvguid=0x472686A6D6EEFB428505DE1BB647DA9D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102570 – Praktikum: Digital Design &Test Automation Flow,3.0,../../campus/all/abstractModuleView.asp?gguid=0xDA75FD8EEA9DE24CA898D70546C09221&camvguid=0x90F37FE636C7FD4DA0B98D09E8A65A5F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102661 – Praktikum FPGA Programming ,3.0,../../campus/all/abstractModuleView.asp?gguid=0xE335452A9BC1074EA0439320E95E2B0B&camvguid=0x3C436FD59ABE8F4896AD545CD0C0B31A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102662 – Seminar Dependable Computing,3.0,../../campus/all/abstractModuleView.asp?gguid=0x6A2AE1A05B3A2943BDAA14CEA9C5450B&camvguid=0x227F5C50536A9C4DA2FD7D4C43FCC9E8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102663 – Seminar Near Threshold Computing,3.0,../../campus/all/abstractModuleView.asp?gguid=0x359F54CA8B85544DACC5DBC79C6EA0CC&camvguid=0xABCFDF9CF52FE84CAC57CADDD8C6E1F0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102665 – Compilerpraktikum,6.0,../../campus/all/abstractModuleView.asp?gguid=0x4347F6143EE8274F8E7679B9F256573F&camvguid=0x616A0788AA81984BBEAA9CE7E469B42B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102725 – Seminar Advanced Topics in Machine Translation,3.0,../../campus/all/abstractModuleView.asp?gguid=0x5E248B1BBAA01F4C8150591D39FD3C8F&camvguid=0x21F49663D2F0C742A9563507808DA086&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102726 – Seminar Advanced Topics in Automatic Speech Recognition,3.0,../../campus/all/abstractModuleView.asp?gguid=0x931F30D4A99E0A408A14AB150C625590&camvguid=0x05EE0A452D71924D858A81EBED47D53F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102729 – Seminar: Fortgeschrittene Algorithmen in der Computergrafik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x377A9A119D2FBE4DBB966CF9F9486E5C&camvguid=0x1276B61F7FB9FD40B98111BA78D2DDBC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102731 – Fortgeschrittene Datenstrukturen,5.0,../../campus/all/abstractModuleView.asp?gguid=0xD7227FBDD9AB8F4D9F3537B6A2F0C853&camvguid=0x2E2DBC84EBC54DA49FE3120E0181029C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102756 – Robotik II - Humanoide Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x2C31C09D15CB774E80FEA70864E58743&camvguid=0x75AC25E6441849F1909F7F0CD611F5AF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102961 – Seminar Non-volatile Memory Technologies,3.0,../../campus/all/abstractModuleView.asp?gguid=0x3CFEA6399995AF44884B8BA66D8E5FD1&camvguid=0x80B92421D7A3A44D9830747D6F03164F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102962 – Testing Digital Systems II,3.0,../../campus/all/abstractModuleView.asp?gguid=0xCCD5E3C1983E714ABF0BDBA033D060FF&camvguid=0x166D5D79D1FDDB49974B723942496DDE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102966 – Projektpraktikum Computer Vision für Mensch-Maschine-Interaktion,6.0,../../campus/all/abstractModuleView.asp?gguid=0x58C36842AE573A44ADA17FE098EFC2B1&camvguid=0xBAB22450F26A461ABBBE5CDCAAF11E1B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102968 – Biometrische Systeme zur Personenerkennung,3.0,../../campus/all/abstractModuleView.asp?gguid=0x6AC1EB0186EBFE49BA08DFB55ABE1BE2&camvguid=0x0071F48DBC52394B995E093FF3C97067&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102998 – Softwarepraktikum Parallele Numerik,6.0,../../campus/all/abstractModuleView.asp?gguid=0x0475C2FC7CF8474DA4C6D191B1C5D2E0&camvguid=0x933855C8B8024D4A93EDA49ED517CC01&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103044 – Energieinformatik 2,5.0,../../campus/all/abstractModuleView.asp?gguid=0xE171A8FE39467A44AA4882B2B7AF8CC7&camvguid=0x0B27C758A9BD46F784253CFF89E0F1C9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103047 – Praktikum Dezentrale Systeme und Netzdienste,4.0,../../campus/all/abstractModuleView.asp?gguid=0x757ACDF6ACDCE343A08209A8BC396975&camvguid=0xD282031B3DAD1544A7545F058F3A227B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103048 – Seminar Dezentrale Systeme und Netzdienste,3.0,../../campus/all/abstractModuleView.asp?gguid=0xFB9516AA13943C48A195A2672F36E4CF&camvguid=0xF6ED89F2D1D0E54CA3B20EC7402EC574&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103062 – Seminar Ausgewählte Kapitel der Rechnerarchitektur,3.0,../../campus/all/abstractModuleView.asp?gguid=0xFF32FABE89104E15B27B3B9D8487A76B&camvguid=0x4826EED62CCB435589BDC07DA47E4E38&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103078 – Seminar:  Designing and Conducting Experimental Studies,4.0,../../campus/all/abstractModuleView.asp?gguid=0xC71A11F22AA3408CA876A6F007E65862&camvguid=0xBE78003133BF43B68AB602B1205536D8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103143 – Praktikum:  Neuronale Netze - Praktische Übungen,3.0,../../campus/all/abstractModuleView.asp?gguid=0xBDAD07F994D4468CB7A50E172D2711BB&camvguid=0xA03419DD8BA4460394A8E7396B7670DB&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103153 – Seminar: Energieinformatik,4.0,../../campus/all/abstractModuleView.asp?gguid=0x7680FB32453E47DC8B7EB11B1B57D8D7&camvguid=0x5A48E52C12BB42A3BAC6166696D37EA2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103166 – Praktikum Anwendungssicherheit,4.0,../../campus/all/abstractModuleView.asp?gguid=0xFC07F01A6E0845E4B5B2714485C38E31&camvguid=0x85A31F95D9944E6889989E8B7D0D0CAC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103235 – Praktikum: Smart Data Analytics,6.0,../../campus/all/abstractModuleView.asp?gguid=0x23E7EBAE98444889A08B6B1354B1F86A&camvguid=0x9873CA0EE34C4734BB75DF809CC1205C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103294 – Anziehbare Robotertechnologien,4.0,../../campus/all/abstractModuleView.asp?gguid=0x47354A056DFC4F08B6AB0B551940EE9C&camvguid=0x7B0855C40FB64EA7BC098C7BDC4C9B69&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-103301 – Seminar Software-Architektur, Sicherheit und Datenschutz",3.0,../../campus/all/abstractModuleView.asp?gguid=0x65E46E4B2BC44B598FCB9464D8B68B3B&camvguid=0x2669F11C8C734A649F8A7FF90F8AF68F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103302 – Praktikum: Graphenvisualisierung in der Praxis,5.0,../../campus/all/abstractModuleView.asp?gguid=0x0B7A5C6627DD45F286B4BB9E6B7FCE00&camvguid=0x81E4A3CBEA0446E9BD8F9AE5AB8224F2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103306 – Seminar: Proofs from THE BOOK,3.0,../../campus/all/abstractModuleView.asp?gguid=0x19D40CCBD7F14840BB62CC9E98F5FFD2&camvguid=0x88B76AF8EFE14C669061C1329BAAD43A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103367 – Seminar: Eingebettete Systeme II,3.0,../../campus/all/abstractModuleView.asp?gguid=0x1AA964A4DA3642A5A65435FAE273621B&camvguid=0xC87068264C7F4B31890252A0785C8BFC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103506 – Praktikum: Effizientes paralleles C++ ,6.0,../../campus/all/abstractModuleView.asp?gguid=0xF80E7D63718C4D6AB24D779D106FAEA3&camvguid=0x87184FA7DEC146709DAF8E5563E5DF63&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103706 – Praktikum: Internet of Things (IoT),4.0,../../campus/all/abstractModuleView.asp?gguid=0x030DF1F2C88B4E3AB80FE8419EC9A39F&camvguid=0x11126ADB14074F01965244B8754C1A57&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-103807 – Seminar Kryptographie 2,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAB1C78378D174A6EA0FBD4DF4514A5AD&camvguid=0xCF7D6B5E32E642CD8B4E2BF4BCB15F57&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104031 – Praktikum: Low Power Design and Embedded Systems,4.0,../../campus/all/abstractModuleView.asp?gguid=0x5991373259B542F1B7F00C9638724689&camvguid=0xFC8F192C27B84D9EB5A4DF9F64599EE8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104032 – Seminar Sicherheit 2,3.0,../../campus/all/abstractModuleView.asp?gguid=0x9FBE427BC20E4531B363A02BF2DB6108&camvguid=0xB8D63D9E580F4811BB5D581A5CC61E8A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104045 – Datenschutz von Anonymisierung bis Zugriffskontrolle,3.0,../../campus/all/abstractModuleView.asp?gguid=0x78175AEF66384879BA1C7AB78841552F&camvguid=0xB1F0E74E6B024FAB985E8462F11FF007&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104072 – Projektpraktikum Heterogeneous Computing,6.0,../../campus/all/abstractModuleView.asp?gguid=0x0B12FE64B4B949C9BAA1010191D172A4&camvguid=0x2468F3783240476CB081FA8C76A8486B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104254 – Praktikum: Ingenieursmäßige Software-Entwicklung,6.0,../../campus/all/abstractModuleView.asp?gguid=0x9C4D50CE82754913A2E69ED20024E371&camvguid=0xF5CACC1BC23D4A8592E7FF7C033D63B6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104357 – Praktische Einführung in die Hardware Sicherheit,6.0,../../campus/all/abstractModuleView.asp?gguid=0x064B3E7F728242B2A58620BA360D11E0&camvguid=0x22A9F60EFE50415B8E51F9ED0353A8B0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104447 – Automated Planning and Scheduling,5.0,../../campus/all/abstractModuleView.asp?gguid=0x16E361D16BDF4833AFA53C404B756725&camvguid=0xD440DB5E400D4CACAFEB17DAC1C2A127&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104460 – Deep Learning und Neuronale Netze,6.0,../../campus/all/abstractModuleView.asp?gguid=0x042EF637012744F6B0B46FFB29E50A36&camvguid=0xD30C3F7D04FF4EA6A59E968607B4D9B1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104699 – Praktikum: Aktuelle Forschungsthemen der Computergrafik,6.0,../../campus/all/abstractModuleView.asp?gguid=0x3CA0C587C6B34BF4AF8D9B92B1395E19&camvguid=0xDDC83DA3D6CB4D1B8F4192A2CB1CDB1E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104877 – Sichere Mensch-Roboter-Kollaboration,3.0,../../campus/all/abstractModuleView.asp?gguid=0x18EA8D02C0394FF497902F4B7FDAF8D4&camvguid=0xABE35E7AA6054B179B39D6B74F4EFB41&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104891 – Seminar: Hot Topics in Decentralized Systems,3.0,../../campus/all/abstractModuleView.asp?gguid=0x18D3D0492C084DA18928CB2666020A04&camvguid=0xFA2089B2567E4222BC73FE03B9EE1FC9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104892 – Angewandte Differentialgeometrie ,3.0,../../campus/all/abstractModuleView.asp?gguid=0xBAACFFA72EC9455E9B440AC3C13315FF&camvguid=0x0004F326790E4CD0B2D039BDC070032B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104893 – Praktikum: Werkzeuge für Agile Modellierung,6.0,../../campus/all/abstractModuleView.asp?gguid=0x7B244CBFF95C4DE8A4958D3BA48058F0&camvguid=0x090E945B3AB2482FB6F08BCE68B270EF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104894 – Reinforcement Learning und neuronale Netze in der Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x8D0F98D930D446F6A5D525EE4ABAB6B3&camvguid=0x6A34411CDD3747F3B0DFC2DFB7A33A12&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104895 – Praktikum: Penetration Testing,4.0,../../campus/all/abstractModuleView.asp?gguid=0x5299F1B716BE4F21954FFC2FC73A7D78&camvguid=0x2295037F7E864469ADFF99FFFF10401F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104896 – Seminar: Kann Statistik Ursachen beweisen?,3.0,../../campus/all/abstractModuleView.asp?gguid=0x55E75222EE8142A38F531B4D0F27E73C&camvguid=0xA2965104236843AF999F7E4C7757CF37&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104897 – Robotik III – Sensoren und Perzeption in der Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x2A8D2B6669594055A1BBF70800C2715C&camvguid=0x2A6FB9467C3C408D9898FC7122586D23&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104941 – Seminar: Fairness und Diskriminierungsfreiheit aus Sicht von Ethik und Informatik,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAC28662BCA5D4B5AB9FD068FCDC0FAE8&camvguid=0x5466323E4FB94F04B2C22535E2825F92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105117 – Seminar: Advanced Topics in Continual / Organic Machine Learning,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAFAEF236536C4BE4AB57E6C17BF9F20F&camvguid=0xEE884100E12C4B73836036FA27A55A79&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105224 – Seminar Privacy und Technischer Datenschutz,4.0,../../campus/all/abstractModuleView.asp?gguid=0x23735C574D684764B3BA71015347D607&camvguid=0x19EB7257AE6A414FB270BA4F4BA1FFEA&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105309 – Seminar: Continuous Software Engineering,3.0,../../campus/all/abstractModuleView.asp?gguid=0x43A523DC48624B4B97AA7A6EBD2415E7&camvguid=0x057B0C9FDF8449FD8051B66B8B5604FF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105311 – Konzepte zur Verarbeitung geometrischer Daten,5.0,../../campus/all/abstractModuleView.asp?gguid=0xE3AAE481954446B2B7D97107684A7511&camvguid=0x142C266A19EF4FD9BF2BE7C6C8E85710&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105328 – Seminar: Informatik TECO,3.0,../../campus/all/abstractModuleView.asp?gguid=0x65E5F5BBFB8947A3863C3B41DC444A40&camvguid=0xF280121192CC44308432E24134CFA400&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105329 – Optimization Methods for Machine Learning and Engineering,5.0,../../campus/all/abstractModuleView.asp?gguid=0x31E90D60F4CE434B810FBE452C9ED06C&camvguid=0x377B0AB89C204EF8B561B95913274CD1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105330 – Seminar: Scalable Parallel Graph Algorithms,4.0,../../campus/all/abstractModuleView.asp?gguid=0x2B97CC0A26454D1AB4A09D44D807E80C&camvguid=0x1B7F17CCE2514006A909BECFA836E26B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105333 – Edge-AI in Software- und Sensor-Anwendungen,3.0,../../campus/all/abstractModuleView.asp?gguid=0xB50DF6B6174C4DCAA5AA8EA917D8DF60&camvguid=0x82439D6A3F7D4842A28EEDBB38B77B0E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-105334 – Decentralized Systems: Fundamentals, Modeling, and Applications",6.0,../../campus/all/abstractModuleView.asp?gguid=0x85545BB9B60F4BF082DC892ECD643C63&camvguid=0x7DC6D82835874F559864105F5D588C66&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105337 – Seminar: Kryptoanalyse,3.0,../../campus/all/abstractModuleView.asp?gguid=0xEEE59629D1CF46688A2E6BEDFDB41C8A&camvguid=0xB97FDAAF6F3B44DD8F533BDB12B1F505&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105338 – Authentisierung und Verschlüsselung,4.0,../../campus/all/abstractModuleView.asp?gguid=0x681A30979A534C7FBC7F084ACC43FB7C&camvguid=0x811BA1B1AC8144CE842CF2F2A5F3C995&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105376 – Maschinelles Lernen für die Computersicherheit,5.0,../../campus/all/abstractModuleView.asp?gguid=0xB7E57E0252194B8CB309D76C580C7F03&camvguid=0x7EC7E7ACA6944A3E89176E71AC10B4B6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105378 – Forschungspraktikum Autonome Lernende Roboter,6.0,../../campus/all/abstractModuleView.asp?gguid=0xE3C3C4C95804493EB6232A1A6E3220DE&camvguid=0xCDA95AD47297422DBA71C94E1FCC3936&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105379 – Seminar: Robot Reinforcement Learning,3.0,../../campus/all/abstractModuleView.asp?gguid=0x7AB395C463864F44880709D0B38B9C57&camvguid=0xDB867F84ADFE495A991F5A3162CBFE39&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105384 – Praktikum: Graphics and Game Development,6.0,../../campus/all/abstractModuleView.asp?gguid=0x069B5404ECFC4820B942563CBA9023FC&camvguid=0xA2E31875FB9144DEBD9E0DADF3A01B60&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105408 – Seminar: Quantum Information Theory,3.0,../../campus/all/abstractModuleView.asp?gguid=0xC9478BE6E8464496A3D6BDFC8DA44FAA&camvguid=0xA0478BA7A1784F25B26D46DFC835387C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105409 – Seminar: E-Voting,3.0,../../campus/all/abstractModuleView.asp?gguid=0xD103ACD9A517442185544400BF0FD067&camvguid=0x08D6D9F6CF6C42DCB9272A5C11EB36E8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105413 – Forschungspraktikum Netzsicherheit,3.0,../../campus/all/abstractModuleView.asp?gguid=0xFECE4DB2FDCA49DC8ADEB63F98691A26&camvguid=0x6CA16967F901459B99C4913C3804CC62&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105452 – Privacy Enhancing Technologies,6.0,../../campus/all/abstractModuleView.asp?gguid=0xFA3C6B58F24D421AA17FA9E815CB4ECB&camvguid=0x3CCEE23FD97A47E3ABC721FFFBDFD78C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
