Title,ECTS,Link
M-INFO-100856 – Computergrafik,6.0,../../campus/student/specificModuleView.asp?gguid=0xE2971F16127D473482D70FCBE225D897&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100867 – Virtuelle Systeme,3.0,../../campus/all/abstractModuleView.asp?gguid=0x3C2F578013CA054CBC0D73726B12A8D4&camvguid=0x687BA5B53B5BB44885602E66F478B75F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100893 – Robotik I - Einführung in die Robotik,6.0,../../campus/all/abstractModuleView.asp?gguid=0x5D4CDD2216E2064AB79D29D0D7352F1B&camvguid=0x1DA73255A2D6411597352EE9CA9AC1E7&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100895 – Informationsverarbeitung in Sensornetzwerken,6.0,../../campus/all/abstractModuleView.asp?gguid=0x64A9BC8B5C464048A73F12EB58081525&camvguid=0x9E6A11667248AC4EA776988444F404A2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101173 – Algorithmen II,6.0,../../campus/all/abstractModuleView.asp?gguid=0xD7207E3CD8D4D04E9008A0D40D2B7C43&camvguid=0xA90024F2D0201E40BDFF6D684C5FEBB9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101183 – Mikroprozessoren I,3.0,../../campus/all/abstractModuleView.asp?gguid=0x93B9809852677A4585D1FB99DEAEF600&camvguid=0xC1D5DC8B9A9EB942A5B2F8DBB07CD1F4&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101184 – Basispraktikum Mobile Roboter,4.0,../../campus/all/abstractModuleView.asp?gguid=0x2E13D13CEA445B44B7702A5198F66D90&camvguid=0x534CEEAC8BDB4A85B0487B76B188A195&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101213 – Kurven und Flächen im CAD III,5.0,../../campus/all/abstractModuleView.asp?gguid=0xA386CA89730ADE41AC32FDC91C07860E&camvguid=0x0FB8DB52A1A32645BDC0D73A4CA056D7&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101219 – Basispraktikum TI: Hardwarenaher Systementwurf,4.0,../../campus/all/abstractModuleView.asp?gguid=0x2FE947988F429D419AD3261685A1C50B&camvguid=0x95F4B9255205E647AD9752665B973139&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101220 – Algorithmen für planare Graphen,5.0,../../campus/all/abstractModuleView.asp?gguid=0xB1175D75A7F49C4EA33A5A434C5C53FB&camvguid=0xF721C9A5A0709D43B8C78627125F0470&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101230 – Basispraktikum zum ICPC-Programmierwettbewerb,4.0,../../campus/all/abstractModuleView.asp?gguid=0x3F2A5D5BF9888D48BE643F3942207D22&camvguid=0x45D1CAC697F36A429E79B05664EB561C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101231 – Kurven und Flächen im CAD II,5.0,../../campus/all/abstractModuleView.asp?gguid=0xC45B2EB815C5B74DACE8E5823EE0322B&camvguid=0x4DA9B6AEBCA52F48815680A7BABF11B9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101237 – Algorithmische Methoden für schwere Optimierungsprobleme,5.0,../../campus/all/abstractModuleView.asp?gguid=0x9DADDEB30F300B42A49D31EE3B017BF4&camvguid=0xB0285DAB2F8C1449936FAF844DFDC625&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101245 – MARS-Basispraktikum,4.0,../../campus/all/abstractModuleView.asp?gguid=0xEDD833804D138642BB8663BC84101A24&camvguid=0xBE838124D9C3AE43B062580CB661A7E5&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101247 – Basispraktikum Protocol Engineering,4.0,../../campus/all/abstractModuleView.asp?gguid=0x90E00B50FC27C04586A62F77FAA917B1&camvguid=0x68F742A084B36C418A9674569497EE88&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101248 – Kurven im CAD,5.0,../../campus/all/abstractModuleView.asp?gguid=0xBD3A9FB3EC9CE646B1CDF58180E3B03E&camvguid=0xC62ABD2EC9122848A596E7F5ACC3FD3D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101249 – Mobile Computing und Internet der Dinge,5.0,../../campus/all/abstractModuleView.asp?gguid=0xA1C6FFEF49070A4F84906B4FF94FE536&camvguid=0x96C44DD6FA034448B4BEC0C410F96CB2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101254 – Flächen im CAD,5.0,../../campus/all/abstractModuleView.asp?gguid=0x4C36630788E6A148AC76AE7B5A52BDA7&camvguid=0xBADD09F40E8E6E48AF6C747606A36461&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101515 – Seminar: Zellularautomaten und diskrete komplexe Systeme  	,3.0,../../campus/all/abstractModuleView.asp?gguid=0x3D1EBE7D4401B54E80622B0E32792164&camvguid=0xFE9702C7C1DD5848971BF7DDABD79D8B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101516 – Seminar: Zellularautomaten und diskrete komplexe Systeme für Fortgeschrittene,4.0,../../campus/all/abstractModuleView.asp?gguid=0x6B7959E4C8E3C542B63BF8F022236573&camvguid=0x8E6E8AC4D25322448690EF7FA607897D&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101537 – Praktikum: Programmverifikation,3.0,../../campus/all/abstractModuleView.asp?gguid=0x62E533E921A4374AA973167E4B5E4CEB&camvguid=0xF37DA32F8A17A5479F063076D7134DD8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101540 – Seminar: Betriebssysteme,3.0,../../campus/all/abstractModuleView.asp?gguid=0x28C176C17304654EB44D299A92B30DA1&camvguid=0xAE777FD61BA94149BCCC106147E90861&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101542 – Power Management Praktikum,3.0,../../campus/all/abstractModuleView.asp?gguid=0x7B172B0F1434CC4EBCA786B24FD8075B&camvguid=0x739E596F6BBA164DB24CEF48944AB8BC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101558 – Praktikum Kryptographie,3.0,../../campus/all/abstractModuleView.asp?gguid=0x8AEB71F53CBDA64C950C423F605442F4&camvguid=0xB6C28CF46C98B14A82AC990BC32FE1E4&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101559 – Praktikum Kryptoanalyse,3.0,../../campus/all/abstractModuleView.asp?gguid=0x8860BD76FF0A6749913329C3F4A27487&camvguid=0xBBCE7BB43F12784C88C1D7B318BA0680&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101560 – Praktikum Sicherheit,4.0,../../campus/all/abstractModuleView.asp?gguid=0x6727E1CCE38DBE41B4574C2A65BEF09D&camvguid=0xB70E61A9F2EB374C8967AACCCCDC1E99&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101561 – Seminar Kryptographie,3.0,../../campus/all/abstractModuleView.asp?gguid=0x9BA8DC377E95AC4182BFF6ECE9C4CB92&camvguid=0x664C45FBF415AF4595EB9A30E110F1CF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101562 – Seminar Sicherheit,3.0,../../campus/all/abstractModuleView.asp?gguid=0x04FE13AA752E294AB4BDA4BFC056C819&camvguid=0x5475E9C0346B9A418B0A12EF2346FA58&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101567 – Praktikum: Visual Computing ,6.0,../../campus/all/abstractModuleView.asp?gguid=0x14CC2798E558E54E9011EF8375B7567B&camvguid=0x38196997375FAA4EABDA0984EE4FE07B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101573 – Hands-on Bioinformatics Practical,3.0,../../campus/all/abstractModuleView.asp?gguid=0x5F8E1067CD73A84F9F28127650FF1DD0&camvguid=0xB7ED02828C159B41BAB2F851774F8483&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-101575 – Komplexitätstheorie, mit Anwendungen in der Kryptographie",6.0,../../campus/all/abstractModuleView.asp?gguid=0xA6EC25D9C88AE94595A9FC0A29A93048&camvguid=0xEC24694785FCE94D92411874F9EDCDAB&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101579 – Praktikum Modellgetriebene Software-Entwicklung,6.0,../../campus/all/abstractModuleView.asp?gguid=0x244C5777D5BAF949A003EC15938138F6&camvguid=0x4516BA599EC509428EF4CF1A00B5FF5E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101629 – Seminar: Eingebettete Systeme I,3.0,../../campus/all/abstractModuleView.asp?gguid=0x5C64641D235ACD4F9D46D73BD06FD1A7&camvguid=0x69E9D0E753F4DC4C90D5320804A550D6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101633 – Basispraktikum Web-Anwendungen und Serviceorientierte Architekturen (I),5.0,../../campus/all/abstractModuleView.asp?gguid=0x1079C2FF806547438E9883550BADDEBC&camvguid=0x21A45484FF7F4B8B800A26C532BB1DE7&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101635 – Praktikum: Web-Anwendungen und Serviceorientierte Architekturen (II),5.0,../../campus/all/abstractModuleView.asp?gguid=0x0B0ADEF08A9E9A43BDC086D128638B4F&camvguid=0x1203C70F0AF1498E9025944CEB92D41C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101636 – Web-Anwendungen und Serviceorientierte Architekturen (I),4.0,../../campus/all/abstractModuleView.asp?gguid=0x042CD5FC054DEC4C8EC1C8FCC232B8FD&camvguid=0xDA6E978284F43F459307E47EAD0FBCE3&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101660 – Seminar Geometrieverarbeitung,3.0,../../campus/all/abstractModuleView.asp?gguid=0x00264ADDF4E34C448C3B86BDDD8E485E&camvguid=0x481FE20C8858E04E9864BF868949B18E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101662 – Datenbank-Praktikum,4.0,../../campus/all/abstractModuleView.asp?gguid=0xD10FCB07C035F844A0ADAD7E0CD5DCB9&camvguid=0x68239554E75F6A488A4A1086F796CBA7&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101666 – Praktikum: Geometrisches Modellieren,3.0,../../campus/all/abstractModuleView.asp?gguid=0xDC720F2A99414244BAD0D9A152A148C7&camvguid=0xE100C556130E214B9383801A1ECBA1E0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101667 – Praktikum: Diskrete Freiformflächen,6.0,../../campus/all/abstractModuleView.asp?gguid=0x40F26734BD934F4D9EB8E0179D79CCB9&camvguid=0x9AF03D5B7A065042A5BBE911E2F2B55F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101794 – Seminar Informationssysteme,3.0,../../campus/all/abstractModuleView.asp?gguid=0x7A0A8525552C27499F742C80785291EF&camvguid=0x7692315879D34421A6A75F906ED21036&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101853 – Rationale Splines,5.0,../../campus/all/abstractModuleView.asp?gguid=0xC3FA42699E53D34FBAD5E34F42425EF0&camvguid=0x6BD41156D454EC46BBE43C3CECA51E5B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101857 – Rationale Splines,3.0,../../campus/all/abstractModuleView.asp?gguid=0x072CA4C71E13254F9E1AE49AF8DFF167&camvguid=0x7012F379CD26B248808E0C3A34266ABC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101863 – Unterteilungsalgorithmen,3.0,../../campus/all/abstractModuleView.asp?gguid=0x286D4EF4E656F647B0C2A7283BE91AB3&camvguid=0xAE6A0033CF0F004A99656659904C3F24&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101864 – Unterteilungsalgorithmen,5.0,../../campus/all/abstractModuleView.asp?gguid=0xD7DFB11DA2C4B045898A0F7979920D50&camvguid=0x15DA53C97EDFF042B85793BED3F30BAC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101865 – Basispraktikum Arbeiten mit Datenbanksystemen,4.0,../../campus/all/abstractModuleView.asp?gguid=0x83F8E270B475FC48A6238D3017D1D325&camvguid=0xDB5BD7906D94467390DCC602FEC71892&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101880 – Seminar: Ubiquitäre Systeme,4.0,../../campus/all/abstractModuleView.asp?gguid=0xF1516A9346EAD344839DA1B7FD02F6AB&camvguid=0xBF1F5584A65957418A811B53CDB7F3D8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101885 – Energieinformatik 1,5.0,../../campus/all/abstractModuleView.asp?gguid=0x80EC243504E4C74C98464F034227A2D1&camvguid=0x2016988283384856BCAA49245608770E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101889 – Praktikum Praxis der Telematik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x13E863B9283EF04CBA46A4F4B2B3095C&camvguid=0x0FF69306782E4D76B193645566E333DE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101890 – Seminar Internet und Gesellschaft - gesellschaftliche Werte und technische Umsetzung,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAF11BA8A90DAC74681958EBF2A78B880&camvguid=0x4A38EAB66C227744B748A4CA0AD60241&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-101891 – Projektpraktikum: Softwarebasierte Netze,6.0,../../campus/all/abstractModuleView.asp?gguid=0xA7885AF0EBF41F4798193460456B2F3E&camvguid=0x4B4D6E2A4CEAA04084DC1424B8B07996&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102072 – Praktikum Algorithmentechnik,6.0,../../campus/all/abstractModuleView.asp?gguid=0x76EC7D71B95B9147A40867BA2484259C&camvguid=0x1741DFC1B1461B47910A74DC43A57F6A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102092 – Praktikum Protocol Engineering,4.0,../../campus/all/abstractModuleView.asp?gguid=0xBB248A347AADD941AA9F9D27FBA277EC&camvguid=0xFD81D50722710E428CA58F7D4F1154FF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102093 – Algorithmen für Ad-hoc- und Sensornetze,5.0,../../campus/all/abstractModuleView.asp?gguid=0xDADD7FB09304E14EA8686BF368531CF7&camvguid=0x3EA39DE9A156ED46A6675FEA9523DED1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102094 – Algorithmen zur Visualisierung von Graphen,5.0,../../campus/all/abstractModuleView.asp?gguid=0xE64673B0BE10D241B032DE786922A70A&camvguid=0xC9E7F598277C5A48859E1F39E424E918&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102110 – Algorithmische Geometrie,6.0,../../campus/all/abstractModuleView.asp?gguid=0x5209947B0865E0428A350951FD46F2EF&camvguid=0xACBB5E42EACF4C09AF515FA3BFCAC404&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102139 – Seminar: Aktuelle Highlights der Algorithmentechnik,4.0,../../campus/all/abstractModuleView.asp?gguid=0x681BFEEF51FC3841BB198810D7663E48&camvguid=0x2D9BDAD98F2649499C3FC722B5131D2B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102202 – Seminar: Algorithmische Geometrie und Graphenvisualisierung,4.0,../../campus/all/abstractModuleView.asp?gguid=0x03EF146FAD92974CA08C0579A07C7740&camvguid=0x2F039A9735AC7E4B802D9EA9DEC6B51C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102212 – Seminar Intelligente Industrieroboter,3.0,../../campus/all/abstractModuleView.asp?gguid=0x57B7DF767C4D494B909D65A7245567AA&camvguid=0xC7E2FADF0727FE498829C886AD924BEF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102224 – Projektpraktikum Robotik und Automation I (Software),6.0,../../campus/all/abstractModuleView.asp?gguid=0x7CC0F5845A5B4B429FF0FF725953039A&camvguid=0xD66E7CACCEB13E47AE3563E12009A14E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102226 – Angewandte Differentialgeometrie mit Übung,5.0,../../campus/all/abstractModuleView.asp?gguid=0x2618F58075C8D34DAB82B2EDE62C4D89&camvguid=0xFBD40FE1DE2C4A48B9B744814C68BC3A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102230 – Projektpraktikum Robotik und Automation II (Hardware) ,6.0,../../campus/all/abstractModuleView.asp?gguid=0x1A02BA72543FFD4DB5782F4AEA277D7B&camvguid=0x85527060B11B5F4593536F9313394A57&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102305 – Seminar: Von Big Data zu Data Science: Moderne Methoden der Informationsverarbeitung,3.0,../../campus/all/abstractModuleView.asp?gguid=0x05DA3780E3622D4AA189143F270498E6&camvguid=0x8846CEA3C716A948B01BFAB45B328836&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102353 – Praktikum Circuit Design with Intel Galileo,3.0,../../campus/all/abstractModuleView.asp?gguid=0x0849354EAA98574E868A301DAA484629&camvguid=0xC3BDA9E43D5FD64C9161425467D39C49&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102372 – Seminar: Serviceorientierte Architekturen,3.0,../../campus/all/abstractModuleView.asp?gguid=0x3B8D8C09A7E0E547881C248796D46036&camvguid=0x1CCDB75BE0B8C34EBB2AD1E9EA815B2B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102373 – Seminar Computer Vision für Mensch-Maschine-Schnittstellen,3.0,../../campus/all/abstractModuleView.asp?gguid=0xD2F5F20CF78F344CAE9E52407C7A9A8E&camvguid=0x1B6A89076A110945BEEAB4E70B4DC350&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102375 – Seminar Bildauswertung und -fusion,3.0,../../campus/all/abstractModuleView.asp?gguid=0xCF40D441BB3B7145916A5E60D0CFC32E&camvguid=0x264B347F9D9160449F8BC7C6885983D5&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102383 – Projektpraktikum Bildauswertung und -fusion,6.0,../../campus/all/abstractModuleView.asp?gguid=0xFD7E1520F5B4A443A089591662F3A644&camvguid=0x3DB58DC256D84C4882F92DDDBC464BCC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102400 – Algorithmische Methoden zur Netzwerkanalyse,5.0,../../campus/all/abstractModuleView.asp?gguid=0xF9DEA9937C075C498172FEB617E31931&camvguid=0x75A19BA14657534EB5CC27B0F09E7DF2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102411 – Praktikum Automatische Spracherkennung,3.0,../../campus/all/abstractModuleView.asp?gguid=0x4A0C43220484934E8B3A63105825F204&camvguid=0xF377C6F21A20534DA6AEFE0CA1E6FA19&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102412 – Seminar: Neuronale Netze und künstliche Intelligenz ,3.0,../../campus/all/abstractModuleView.asp?gguid=0xC19F959A497C524FAE20E54605301D0D&camvguid=0x62FDAFBCC40D6445B75F7C7FAE712907&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102413 – Seminar: Multilinguale Spracherkennung,3.0,../../campus/all/abstractModuleView.asp?gguid=0xFFFB1BE3F0427944A8F4E2BB1636CA67&camvguid=0xF88BF5E34E3F494BB293FB9AE1901851&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102414 – Praktikum Natürlichsprachliche Dialogsysteme,6.0,../../campus/all/abstractModuleView.asp?gguid=0x1A016E27F26A174FB7C371F4F4E29920&camvguid=0x14FCA48E470844448681CBA0BA1C2E1E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102416 – Seminar Sprach-zu-Sprach-Übersetzung,3.0,../../campus/all/abstractModuleView.asp?gguid=0xF5D4AFD17ABD0145BEEBDA91828CD936&camvguid=0x4B933C0CB3D76F428CB0187FC8C3F100&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-102522 – Roboterpraktikum,6.0,../../campus/all/abstractModuleView.asp?gguid=0x3E9513559E8AA84884551203BDB9D81D&camvguid=0x1D0DC5C87E444FECBF2B7C537E047059&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
